ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Cuomo,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,647
Warren,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,200
Kasich,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 11:00:00 PM,$0.85,$0.89,$0.84,$0.88,26739
Sanders,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,1196
Pence,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,580
Trump,11/4/2020 11:00:00 PM,$0.18,$0.18,$0.11,$0.13,52111
Gillibrand,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,1353
Cuban,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Zuckerberg,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,300
Ryan,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,14
Buttigieg,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,300
Clinton,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,1030
Steyer,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1534
Warren,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 12:00:00 AM,$0.88,$0.89,$0.85,$0.88,28636
Sanders,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,102
Pence,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1328
Trump,11/5/2020 12:00:00 AM,$0.13,$0.19,$0.11,$0.17,37496
Gillibrand,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,485
Steyer,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,1402
Warren,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 1:00:00 AM,$0.88,$0.90,$0.85,$0.87,21072
Sanders,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,12
Pence,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,800
Trump,11/5/2020 1:00:00 AM,$0.17,$0.18,$0.11,$0.13,23115
Gillibrand,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Haley,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Buttigieg,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,47
Steyer,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,1005
Warren,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 2:00:00 AM,$0.87,$0.90,$0.85,$0.88,11009
Sanders,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Pence,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Trump,11/5/2020 2:00:00 AM,$0.13,$0.20,$0.12,$0.14,19450
Gillibrand,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Ryan,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Yang,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Buttigieg,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Gabbard,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,2694
Steyer,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,33
Warren,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 3:00:00 AM,$0.88,$0.90,$0.85,$0.85,21446
Sanders,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,4260
Trump,11/5/2020 3:00:00 AM,$0.14,$0.20,$0.12,$0.15,19174
Gillibrand,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,1507
Warren,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 4:00:00 AM,$0.85,$0.88,$0.84,$0.85,20791
Sanders,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Pence,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Trump,11/5/2020 4:00:00 AM,$0.15,$0.18,$0.12,$0.17,16930
Gillibrand,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Ryan,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Buttigieg,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,375
Steyer,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,3377
Warren,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 5:00:00 AM,$0.85,$0.88,$0.85,$0.87,11997
Sanders,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 5:00:00 AM,$0.17,$0.22,$0.12,$0.19,17264
Gillibrand,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,906
Warren,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Booker,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 6:00:00 AM,$0.87,$0.87,$0.86,$0.87,6163
Sanders,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Pence,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Trump,11/5/2020 6:00:00 AM,$0.19,$0.22,$0.14,$0.18,9660
Gillibrand,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Cuban,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Haley,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Yang,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Buttigieg,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Steyer,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Warren,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 7:00:00 AM,$0.87,$0.87,$0.84,$0.84,5518
Sanders,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/5/2020 7:00:00 AM,$0.18,$0.21,$0.15,$0.19,6191
Gillibrand,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/5/2020 7:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Booker,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/5/2020 8:00:00 AM,$0.84,$0.86,$0.84,$0.86,4257
Sanders,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Pence,11/5/2020 8:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Trump,11/5/2020 8:00:00 AM,$0.19,$0.24,$0.17,$0.20,5546
