ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Brown,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,2515
West,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/3/2020 7:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,1078
Warren,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/3/2020 8:00:00 PM,$0.65,$0.67,$0.65,$0.66,16454
Sanders,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,958
Trump,11/3/2020 8:00:00 PM,$0.42,$0.43,$0.41,$0.41,17335
Gillibrand,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
O'Rourke,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,971
Steyer,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/3/2020 8:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,202
Warren,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/3/2020 9:00:00 PM,$0.66,$0.67,$0.65,$0.66,12351
Sanders,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,26
Trump,11/3/2020 9:00:00 PM,$0.41,$0.43,$0.40,$0.40,17180
Gillibrand,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
Gabbard,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,1
Hawkins,11/3/2020 9:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,22
Warren,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,12
Booker,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/3/2020 10:00:00 PM,$0.66,$0.68,$0.65,$0.67,14862
Sanders,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,800
Trump,11/3/2020 10:00:00 PM,$0.40,$0.42,$0.40,$0.42,17830
Gillibrand,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,800
Steyer,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,200
West,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/3/2020 10:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,321
Warren,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Booker,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Kasich,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/3/2020 11:00:00 PM,$0.67,$0.69,$0.67,$0.68,12122
Sanders,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,100
Pence,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,150
Trump,11/3/2020 11:00:00 PM,$0.42,$0.42,$0.39,$0.40,19398
Gillibrand,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,99
Cuomo,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
West,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/3/2020 11:00:00 PM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,26
Warren,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Kasich,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 12:00:00 AM,$0.68,$0.71,$0.67,$0.68,19739
Sanders,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9
Trump,11/4/2020 12:00:00 AM,$0.40,$0.43,$0.36,$0.42,26280
Gillibrand,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 1:00:00 AM,$0.68,$0.68,$0.68,$0.68,52
Sanders,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/4/2020 1:00:00 AM,$0.42,$0.43,$0.40,$0.43,836
Gillibrand,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 1:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 2:00:00 AM,$0.68,$0.69,$0.68,$0.68,2016
Sanders,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/4/2020 2:00:00 AM,$0.43,$0.43,$0.42,$0.43,111
Gillibrand,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 2:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 3:00:00 AM,$0.68,$0.69,$0.67,$0.67,3322
Sanders,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/4/2020 3:00:00 AM,$0.43,$0.44,$0.43,$0.44,3684
Gillibrand,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 3:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Warren,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 4:00:00 AM,$0.67,$0.67,$0.15,$0.38,81337
Sanders,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,951
Trump,11/4/2020 4:00:00 AM,$0.44,$0.85,$0.44,$0.64,125537
Gillibrand,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 4:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 5:00:00 AM,$0.38,$0.43,$0.34,$0.42,19244
Sanders,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,81
Trump,11/4/2020 5:00:00 AM,$0.64,$0.69,$0.59,$0.59,33828
Gillibrand,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Steyer,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,11/4/2020 5:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,11/4/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Warren,11/4/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,11/4/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/4/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/4/2020 6:00:00 AM,$0.42,$0.42,$0.34,$0.39,9861
Sanders,11/4/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,92
Pence,11/4/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/4/2020 6:00:00 AM,$0.59,$0.70,$0.58,$0.69,21091
Gillibrand,11/4/2020 6:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
